Country,Baseline smoking prevalence (%),Desired smoking prevalence %),Unnamed: 3,Annual smoking-attributable cost-of-illness (Million Local Currency Unit),Smoking-attributable direct cost: health expenditure (Million Local Currency Unit),Smoking-attributable indirect cost: productivity loss (Million Local Currency Unit),Smoking-attributable indirect cost: productivity loss due to morbidity (Million Local Currency Unit),Smoking-attributable indirect cost: productivity loss due to mortality (Million Local Currency Unit),Annual smoking-attributable cost-of-illness (Million USD),Smoking-attributable direct cost: health expenditure (MillionUSD),Smoking-attributable indirect cost: productivity loss (Million USD),Smoking-attributable indirect cost: productivity loss due to morbidity (Million USD),Smoking-attributable indirect cost: productivity loss due to mortality (Million USD),Annual smoking-attributable cost-of-illness (Million PPP$),Smoking-attributable direct cost: health expenditure (Million PPP$),Smoking-attributable indirect cost: productivity loss (Million PPP$),Smoking-attributable indirect cost: productivity loss due to morbidity (Million PPP$),Smoking-attributable indirect cost: productivity loss due to mortality (Million PPP$),Unnamed: 19,Smoking-attributable national economic cost (Million Local Currency Unit),Expected national economic cost recovery from desired smoking reduction (Million Local Currency Unit),Baseline cigarette price per pack (Local Currency Unit),Recommended cigarette price per pack (Local Currency Unit),Baseline totale tax per pack  of cigarettes (Local Currency Unit),Recommended total tax per pack of cigarettes (Local Currency Unit),Baseline cigarette tax revenue (Million Local Currency Unit),Expected cigarette tax revenue (Million Local Currency Unit),Expected cigarette tax revenue gain (Million Local Currency Unit),Unnamed: 29,Smoking-attributable national economic cost (Million USD),Expected national economic cost recovery from desired smoking reduction (Million USD),Baseline cigarette price per pack (USD),Recommended cigarette price per pack (USD),Baseline totale tax per pack  of cigarettes (USD),Recommended total tax per pack of cigarettes (USD),Baseline cigarette tax revenue (Million USD),Expected cigarette tax revenue (Million USD),Expected cigarette tax revenue gain (Million USD),Unnamed: 39,Smoking-attributable national economic cost (Million PPP$),Expected national economic cost recovery from desired smoking reduction (Million PPP$),Baseline cigarette price per pack (PPP$),Recommended cigarette price per pack (PPP$),Baseline totale tax per pack  of cigarettes (PPP$),Recommended total tax per pack of cigarettes (PPP$),Baseline cigarette tax revenue (Million PPP$),Expected cigarette tax revenue (Million PPP$),Expected cigarette tax revenue gain (Million PPP$)
Namibia,10.8,9.8,,1188.6014769694673,389.14555074665043,799.4559262228167,84.02160260314751,715.4343236196686,80.41279870974236,26.33155872499569,54.081239984746674,5.68385611418606,48.397383870560574,165.93480403872292,54.327828257077506,111.60697578164542,11.72972350229466,99.87725227935067,,5901.229032008099,552.2761111846556,50,73.14814814814814,25.301739130434786,48.44988727858292,,,,,351.9203746142199,26.120845681896245,3.0384423729019554,4.4451286566528605,1.5375575256404905,2.944243809391396,,,,,817.8853366415002,63.96252338320035,6.968641114982579,10.194863853400438,3.5263747916982284,6.752597530116088,,,
Nauru,36.9,35.9,,7.767145707167031,1.4158920387057898,6.35125366846124,0.4769839771213096,5.87426969133992,5.809956961574149,1.063601487041619,4.74635547453253,0.3564549031187609,4.389900571413761,4.490515859226941,1.302551125631463,3.1879647335954786,0.23941857417911244,2.948546159416361,,30.05545703654872,0.4472424790650745,18,20.439024390243905,7.6,10.039024390243904,,,,,20.57880382576431,0.28161253413435267,12.612600000000013,14.321624390243919,5.325320000000006,7.034344390243912,,,,,18.7574728960675,0.2546481893541417,14.173228346456693,16.093719992318036,5.984251968503937,7.90474361436528,,,
Nepal,12.9,11.9,,32818.57975444618,9814.186067067822,23004.393687378364,3808.1220402725075,19196.271647105867,278.246378547509,83.07667145506214,195.16970709244683,32.30817874500463,162.86152834744232,964.3366240979645,290.1143170827048,674.2223070152598,111.61001947192767,562.6122875433326,,218778.9957958965,13722.593563493756,350,485.6589147286822,109.86548672566371,245.5244014543459,,,,,1826.7672323581367,101.11048729530118,2.7384398716845317,3.7998506746630323,0.8596000839188148,1.9210108868973155,,,,,6290.498902521266,323.1601332024855,10.429393009326859,14.47179340053882,3.2738009692083714,7.316201360420333,,,
Netherlands (Kingdom of the),17.1,16.1,,16555.75437228063,8364.299970924143,8191.454401356486,2162.5746684852193,6028.879732871273,19587.601024499407,9892.796717313247,9694.804307186163,2559.4646790892607,7135.339628096907,21334.282084802282,10860.48447439983,10473.797610402453,2765.1218312765695,7708.675779125889,,56000.48796266031,2075.4748498213207,8.2,10.597660818713448,6.309540495867768,8.707201314581217,2804.874679735537,3431.261733055995,626.3870533204581,,61623.69250094823,2219.5230130736504,8.362360000000002,10.807494502923978,6.434469397685953,8.87960390060993,2860.4111983943017,3499.200715370505,638.7895169762032,,69951.02148840013,2580.1558854648583,10.732984293193716,13.87128379412755,8.258560858465666,11.396860359399499,3671.301936826619,4491.180278869103,819.8783420424838
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,10.9,9.9,,3619.800410244419,865.5642375613853,2754.2361726830336,845.6331357710388,1908.6030369119915,2560.9264132327344,612.2253766879229,1948.7010365448114,598.3096818485168,1350.3913546962922,2477.0765369672545,593.213826028955,1883.8627109382994,578.4023706511019,1305.4603402871953,,11200.070908033691,770.9797266675115,31.5,45.949541284403665,26.076095652173912,40.52563693657758,1417.6269401304346,1817.4674224737857,399.84048234335114,,7179.0815264939,460.4327019066772,19.828780057912628,28.924550726679886,16.414513189080896,25.510283857848155,892.3750095243828,1144.0686280207642,251.69361849638142,,7551.417497739989,514.3880170601042,21.905424200278166,31.953783925176406,18.133585293584087,28.181945018482327,985.8323644856988,1263.8855510944272,278.0531866087284
Nicaragua,,,,1903.1329262130653,369.70606801814154,1533.426858194924,433.516624380989,1099.9102338139337,54.10868524738065,10.511668499292814,43.59701674808783,12.325355743384257,31.271661004703553,164.28981562741666,31.833556270175485,132.45625935724115,37.44684014617976,95.00941921106129,,,,110.08,,83.35826086956523,,,,,,,,3.063576122677067,,2.3198980525789072,,,,,,,,9.234124653971982,,6.992556066568679,,,,
Niger,5.4,4.4,,13513.37946966383,2203.417794238586,11309.961675425246,1898.1749437699382,9411.786731655304,24.379760044628657,3.9734820660724797,20.406277978556176,3.424829072468383,16.981448906087792,53.93487790052871,8.76979916461795,45.16507873591076,7.580151308220842,37.58492742768991,,---,---,500,---,180.15626792349536,---,,---,---,,---,---,0.7773375388935553,---,0.2800844598477957,---,,---,---,,---,---,2.0720063652035536,---,0.7465698677375984,---,,---,---
Nigeria,2.3,1.2999999999999998,,211239.62744244293,26382.508115024197,184857.1193274187,31429.999761133986,153427.11956628485,529.2068362047037,65.76685693531788,463.4399792693858,78.7955502646214,384.6444290047648,1388.4489896978885,172.92162266665343,1215.527367031235,206.66785782686907,1008.8595092043668,,---,---,540,---,237.59570661896242,---,207852.2880858676,---,---,,---,---,1.266624445851805,---,0.5573046856166877,---,487.5384985477626,---,---,,---,---,3.3265365210588245,---,1.4636496209532526,---,1280.4226431542195,---,---
Niue,,,,,,,,,,,,,,,,,,,,,,. . .,,,,,,,,,,. . .,,,,,,,,,,. . .,,,,,,
North Macedonia,,,,19192.29688647723,3935.0664151543897,15257.23047132284,3158.718567720873,12098.511903601966,368.5243661605101,75.51968401551419,293.0046821449959,60.661030955790906,232.34365118920496,1003.6588719459203,206.87143164852048,796.7874402973998,164.9596423757744,631.8277979216252,,,,115.78947368421053,,89.14385370205174,,14800.55403015165,,,,,,1.9201916002091264,,1.4783146830409404,,245.44458682528733,,,,,,5.7733084206327545,,4.444747392403856,,737.9614095608122,,
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,10.7,9.7,,36668.550673864316,10127.63310637829,26540.91756748602,8970.999688018064,17569.917879467943,4268.748612507705,1179.0026693280429,3089.745943179662,1044.3538668864985,2045.392076293162,3434.5874766914867,1064.7041084276132,2369.8833682638733,801.0357178976836,1568.8476503661886,,230994.83300693045,10109.812031533444,149,218.62616822429908,88.8,158.4261682242991,7522.692,11029.68594306159,3506.9939430615896,,24256.239437584303,942.1094262275647,15.376676986584108,22.56204006442715,9.1640866873065,16.349449765149544,776.3356037151702,1138.2544832880897,361.9188795729194,,21378.45378643794,834.8387558415984,13.093145869947275,19.21143833253946,7.803163444639718,13.921455907231902,661.0449912126537,969.2166909544452,308.1716997417915
Occupied Palestinian Territory,,,,,,192.20032346972152,35.813630166887286,156.3866933028344,,,59.501086239712215,11.087129608566034,48.41395663114622,,,100.56124510570407,18.73807065628976,81.8231744494144,,,,22,,18.621882758620693,,,,,,,,6.487761722205839,,5.4915608253083725,,,,,,,,11.76470588235294,,9.95822607412871,,,,
Oman,8.7,7.699999999999999,,126.51081944441853,7.149381777589513,119.36143766682903,32.402526919769585,86.95891074705955,329.026825871282,18.59397081297662,310.4328550583054,84.2718480895363,226.16100696876939,637.3363588117951,35.90808231542033,601.4282764963748,163.26710117115275,438.16117532522264,,444.879004735152,52.4755190843484,2.4,3.7793103448275858,1.5850174216027875,2.9643277664303733,55.649961672473864,81.52672498041842,25.876763307944557,,1157.032539720088,136.47728858269778,6.24187256176853,9.829155643244697,4.122281980761476,7.709565062237642,144.7333203445354,212.03309487755118,67.29977453301578,,2311.898555634228,279.24242770144457,10.909090909090908,17.178683385579937,7.2046246436490335,13.474217120138062,252.95437123851755,370.5760226382656,117.62165139974806
Pakistan,9.6,8.6,,422859.8950445284,45132.30277422546,377727.59227030294,45557.09750143722,332170.4947688651,2634.493002069101,277.0446362507605,2357.448365818341,284.3279316998778,2073.1204341184593,10122.030335131081,1075.9020597760366,9046.128275355044,1091.0385057492622,7955.089769605768,,3185209.90233206,294007.6422072394,110,167.29166666666669,56.98290598290598,114.27457264957266,169981.1482051282,273564.79501683253,103583.64681170433,,,,0.4588772941257449,0.6978758848162371,0.2377105609896147,0.47670915168010686,709.0953576432405,1141.2061173217107,432.11075967847023,,66203.40853390157,3519.9750652294906,2.485033322037727,3.779321510599044,1.287312910491494,2.5816010990528104,3840.0801582543363,6180.1602850295385,2340.080126775202
Palau,14.0,13.0,,,2.167943115122583,,,,,2.167943115122583,,,,,2.717052972834839,,,,,18.017910319287914,0.8329767033444186,6.75,9.160714285714286,5.0,7.4107142857142865,,,,,18.017910319287914,0.8329767033444186,6.75,9.160714285714286,5.0,7.4107142857142865,,,,,17.97451791262871,0.8267146848049065,7.045929018789145,9.562332239785269,5.219206680584551,7.735609901580675,,,
Panama,4.3,3.3,,208.94721611014572,57.61151491357753,151.33570119656815,37.77443838859639,113.56126280797241,208.94721611014572,57.61151491357753,151.33570119656815,37.77443838859639,113.56126280797241,453.22096441356143,125.72933243097839,327.49163198258304,81.74417785951685,245.7474541230675,,---,---,5.5,---,3.1086956521739126,---,28.988586956521733,---,---,,---,---,5.5,---,3.1086956521739126,---,28.988586956521733,---,---,,---,---,12.359550561797752,---,6.9858329262335115,---,65.1428920371275,---,---
Papua New Guinea,30.0,29.0,,786.6637599768487,63.999044102473626,722.6647158743751,90.19538133613875,632.4693345382364,224.19913504394714,18.239727724242666,205.9594073197045,25.70567909973225,180.25372821997223,300.03543237692253,27.568321071697284,272.4671113052253,34.00646865122859,238.46064265399667,,16197.380951037127,260.74718684175224,20,23.333333333333336,13.03798181818182,16.371315151515155,,,,,4619.800222210981,58.71920636491435,5.680000000000001,6.626666666666668,3.7027868363636367,4.649453503030304,,,,,6385.088188756407,88.87381553828845,7.204610951008646,8.40537944284342,4.6966793293162175,5.897447821150992,,,
Paraguay,8.6,7.6,,2428648.090427108,570503.5828319255,1858144.507595183,330179.09093701706,1527965.4166581673,358.516365920242,84.2175786384556,274.29878728178636,48.7409476817492,225.5578396000373,908.7345842085537,214.9530219371235,693.7815622714302,123.28005954505136,570.5015027263793,,8177931.739287494,694162.8098381619,3000,4744.186046511628,575.5808513956027,2319.7668979072305,45968.76469670981,144687.53741869403,98718.77272198422,,1226.4402519361238,86.47821650500606,0.4367877175293831,0.6907340649301872,0.08380221544490146,0.33774856284570554,6.692863936507055,21.06591307468619,14.373049138179134,,3091.9081891182823,233.62280351887213,1.1104777275183784,1.7561043132848773,0.21305657195362748,0.8586831577201264,17.015763119076457,53.557429250980555,36.541666131904094
Peru,6.4,5.4,,2875.292845661781,393.1345390411585,2482.158306620622,512.280852507786,1969.8774541128357,741.006073976187,101.3088661750374,639.6972078011496,132.0240655421299,507.67314225901947,1556.993569117976,210.34754528653826,1346.6460238314378,277.9278707866995,1068.7181530447376,,15073.056943232888,1797.2716384898188,12.4,22.087500000000002,9.091525423728813,18.779025423728815,363.2064406779661,534.0936385539427,170.8871978759766,,4364.205115165834,477.20195323375737,3.163265306122449,5.634566326530613,2.319266689726738,4.790567710134901,92.6547042545832,136.24837718212822,43.59367292754503,,8434.840820412745,960.3531517906121,6.761177753544166,12.043347873500545,4.957211245217455,10.239381365173834,198.04058924643735,291.21790542744964,93.17731618101229
Philippines,18.9,17.9,,261328.9473205385,39443.934387031855,221885.01293350663,23330.821110643334,198554.1918228624,5305.675418856192,800.8173251172653,4504.858093738926,473.67795113477575,4031.180142604133,13672.894279729955,2057.920919597624,11614.97336013233,1221.2941382901931,10393.679221842092,,1470766.2072279954,69040.61397350738,138,174.50793650793653,69.78571428571428,106.29365079365081,183616.3332142857,250861.814744247,67245.48152996131,,27982.19885931333,1202.798130601424,2.4765801658231936,3.131760103871658,1.2523906946217702,1.9075706326702344,3295.2215142005975,4502.024599695757,1206.8030854951598,,76357.13857024293,3529.608758217273,7.349416839750758,9.293707008996991,3.716552925691765,5.660843094937998,9778.789647669259,13360.058302404374,3581.268654735115
Poland,21.6,20.6,,57029.63029920875,12001.786290008034,45027.844009200715,9577.746166386467,35450.09784281427,14768.591586866334,3107.7276461025644,11660.863940763771,2480.349600628966,9180.51434013481,31540.317201478218,6584.099403177154,24956.21779830106,5308.366958372311,19647.850839928768,,238299.90519301977,8745.380103630318,16.5,20.319444444444443,12.935615853658538,16.755060298102983,31899.87547591464,37581.56067372119,5681.685197806553,,57055.75127271375,1905.5647556132183,3.5587188612099645,4.382496375378937,2.7899527345321986,3.6137302487011715,6880.162940993129,8105.588412319894,1225.4254713267646,,122793.65444043353,4092.5181138005187,8.540372670807454,10.517310789049919,6.69545334040297,8.672391458645436,16511.322710100747,19452.153557826703,2940.830847725956
Portugal,18.7,17.7,,3015.744452007323,1142.6645396587094,1873.079912348614,514.110578913372,1358.9693334352494,3568.3156611726563,1351.4756819125625,2216.8399792600944,608.4635671879415,1608.3764120721614,5347.346748092698,2012.9453289291373,3334.4014191635606,915.2044355578432,2419.196983605731,,13047.282082419431,562.4289867386221,4.5,5.7032085561497325,3.5116634146341466,4.714871970783879,1512.3856410975611,1819.2102164613648,306.82457536380366,,14312.348235048685,601.4643240597564,4.589100000000002,5.8161320855615,3.581194350243904,4.808226435805402,1542.3308767912933,1855.2305787473008,312.89970195600745,,22692.121348739285,980.497855170223,8.035714285714285,10.184300993124522,6.270827526132403,8.41941423354264,2700.6886448170726,3248.5896722524367,547.9010274353641
Puerto Rico,,,,,,381.3199923676001,100.20431990999413,281.11567245760614,,,381.3199923676001,100.20431990999413,281.11567245760614,,,422.38517625194345,110.99554225729406,311.3896339946496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,14.6,13.6,,4479.709859821342,77.48294978852881,4402.226910032814,1726.1375936622683,2676.089316370542,1230.6895140285665,21.286524082383625,1209.4029899461827,474.2136217640121,735.1893681821698,1884.4876473017341,32.49049107022442,1851.9971562315097,726.1783592847543,1125.8187969467542,,26924.361409412108,1553.584300512672,22,29.534246575342465,15.000000000000002,22.534246575342465,1697.1000000000004,2212.2353192791065,515.1353192791062,,7396.802581884697,426.8088750993144,6.043956043956044,8.113804004214963,4.120879120879121,6.19072708113804,466.2362637362638,607.7569558459084,141.52069210964453,,11230.281384692964,616.1552554403575,8.289374529012811,11.12820142251035,5.651846269781463,8.490673163279002,639.4498869630748,833.5475958097614,194.0977088466866
Republic of Korea,17.9,16.9,,30190225.522577863,14500898.523055607,15689326.999522254,5614327.537844208,10074999.461678056,26391.17254520943,12676.146228965152,13715.026316244279,4907.83638660173,8807.189929642558,36053.099324319344,16978.064931572782,19075.034392746566,6825.881752594198,12249.152640152384,,118837592.81497008,4913694.070667851,4500,5756.983240223464,3323.090909090909,4580.074149314373,10591587.961818181,13012439.141247021,2420851.17942884,,95565.17793850877,3695.5085909063073,3.450920245398773,4.414864448024129,2.548382598996096,3.5123268016214517,8122.383406302287,9978.864372121949,1856.4809658196618,,147905.16876455606,6355.3101379678055,5.649816820383535,7.227977943395696,4.17218998085454,5.750351103866701,13297.89596027825,16337.310563207666,3039.414602929415
Republic of Moldova,24.4,23.4,,10014.04177748004,1249.6831274855983,8764.358649994443,1041.693210889116,7722.665439105326,566.4608402577153,70.68143590314743,495.77940435456776,58.926164507785245,436.85323984678257,1627.6305348251801,207.95697346999614,1419.6735613551841,168.73616993565247,1250.9373914195314,,30838.190414078377,1459.266583342912,40,48.196721311475414,26.166666666666668,34.363387978142086,,,,,1702.2480782634518,78.36598094284682,2.069129620625084,2.4931315920646506,1.3535556268255757,1.7775575982651424,,,,,4375.916181836945,166.34510273075537,6.023189278723084,7.257449376822078,3.940169653164684,5.174429751263678,,,
Romania,24.4,23.4,,24434.674482372113,4237.268852154601,20197.405630217512,3293.061184106669,16904.344446110877,5876.610802173814,1018.476312891693,4858.13448928212,792.0885685382226,4066.045920743905,13615.5693223633,2474.565323433169,11141.00399893013,1816.4713078775196,9324.532691052626,,116124.7056985359,3971.111210245707,23.5,28.315573770491806,16.229820840336135,21.04539461082794,19805.899564295796,23620.548714594348,3814.649150298552,,26071.46295490163,829.7000269700078,4.854168388002975,5.848875024888831,3.3524375857919804,4.347144222677836,4091.113683445385,4879.068973517795,787.9552900724098,,59543.46945348143,1823.2220029371192,12.233211868818323,14.740017579641751,8.448631358842338,10.955437069665766,10310.202792449658,12295.96497376072,1985.7621813110618
Russian Federation,26.6,25.6,,4359653.6949761165,1336095.456233669,3023558.238742448,375824.52836149425,2647733.7103809537,59184.90764192897,18140.07531440667,41044.8323275223,5101.8216065795,35943.0107209428,150639.7381738072,49038.41934483882,101601.3188289684,12628.917558301893,88972.40127066651,,12816609.976338679,413078.1243445389,173,205.5187969924812,105.59333333333333,138.11213032581455,980562.9238666666,1187920.6991184724,207357.77525180578,,158737.5050753125,4126.298302951042,2.8217210541166953,3.3521197484995326,1.7222828430117278,2.2526815373945652,15993.497382432366,19375.611834240564,3382.1144518081983,,429731.8673799409,11772.32566524254,5.387226356927101,6.3998628901840755,3.2881802800527304,4.300816813309705,30534.765480231265,36991.89422098442,6457.128740753153
Rwanda,5.0,4.0,,60096.33352620855,15341.834530030483,44754.49899617807,6283.3987504690485,38471.100245708985,60.775994178507126,15.518358701830467,45.25763547667666,6.354037618153619,38.90359785852301,182.35987602630036,46.41662827717069,135.94324774912968,19.086028269795428,116.85721947933413,,---,---,1000,---,642.542372881356,---,,---,---,,---,---,0.9719863654107158,---,0.624542425639326,---,,---,---,,---,---,2.966030057748605,---,1.905799991343214,---,,---,---
Saint Barthelemy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Saint Helena, Ascension, and Tristan da Cunha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Kitts and Nevis,,,,,1.8240434659007179,,,,,0.6755716540373029,,,,,1.0870795178888129,,,,,,,9.5,,1.8767636830988905,,,,,,,,3.518518518518518,,0.6950976604069964,,,,,,,,5.110274341043572,,1.0095555046255462,,,,
Saint Lucia,11.5,10.5,,28.009924014371958,3.9185478316963236,24.091376182675635,5.17563552316455,18.91574065951119,10.374045513946344,1.451314011739379,8.922731502206963,1.9169019559659213,7.005829546241079,14.76485845923066,2.2094809396331128,12.555377519597549,2.6973161435210984,9.858061376076504,,171.22456474594932,11.960695742374597,11.25,16.141304347826086,4.852116503983019,9.743420851809105,,,,,63.416503255596936,4.429887261487778,4.166666666666666,5.978260869565216,1.7970801866603774,3.608674389558927,,,,,88.79104776867788,6.043029100720519,6.3559322033898304,9.119380987472365,2.7413087593124406,5.504757543394975,,,
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Pierre and Miquelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,,,,14.078997943654814,1.9506370955191832,12.128360848135632,2.2606192687326105,9.867741579403011,5.214443513786417,0.7224581835256233,4.491985330260794,0.8372663643177093,3.6547189659430805,9.446457821714871,1.254225202853491,8.19223261886138,1.526959755240517,6.665272863620856,,,,8,,1.858367073075574,,,,,,,,2.962962962962963,,0.6882841011391014,,,,,,,,5.471956224350206,,1.27111290908042,,,,
Samoa,18.7,17.7,,35.01792192963648,6.543600977038561,28.474320952597918,3.585919587083332,24.88840136551461,13.636596925553782,2.5600018745170643,11.076595051036717,1.3949333231800545,9.681661727856675,19.254532633577323,4.012052844213438,15.242479789363887,1.9195648922899042,13.322914897073996,,188.1604335655849,5.934653279356581,15,19.010695187165776,7.0869217391304336,11.09761692629621,,,,,70.47252706575792,2.1054172828430198,5.566499999999997,7.054868983957215,2.6299566573913027,4.118325641348521,,,,,94.33594966691741,2.8427878867151386,8.201202843083653,10.394037827865379,3.8747521810445242,6.06758716582625,,,
San Marino,,,,13.139259639788875,2.499583221469683,10.63967641831919,3.873417089849502,6.76625932846971,15.549109169494958,2.9567690183764768,12.592340151118481,4.584292193187365,8.00804795793114,20.202109042773493,3.871148345657897,16.330960697115597,5.945352073767399,10.385608623348233,,,,5.5,,4.079166666666667,,,,,,,,5.608900000000002,,4.159934166666669,,,,,,,,8.78594249201278,,6.516240681576145,,,,
Sao Tome and Principe,3.5,2.5,,27.077955839773654,6.183162289745122,20.89479355002853,2.879157041840495,18.015636508188038,1.3079226183439807,0.2985534724555703,1.0093691458884104,0.1390840391527666,0.8702851067356439,2.2010741797725,0.5564901709787707,1.6445840087937296,0.22661222368527648,1.4179717851084532,,---,---,35,---,10.448799999999999,---,,---,---,,---,---,1.4460001569943028,---,0.43168475544005913,---,,---,---,,---,---,3.250975292587776,---,0.9705368753483187,---,,---,---
Saudi Arabia,12.8,11.8,,38847.78068943574,2569.8980970291877,36277.88259240655,5251.1959642617485,31026.686628144827,10359.408047575795,685.3061592077835,9674.10188836801,1400.3189040776128,8273.782984290405,22402.03206568087,1439.7524080221053,20962.279657658764,3034.2740665648566,17928.005591093923,,151650.60565006165,8882.314377328043,28,38.9375,20.675429726996967,31.612929726996967,23605.24149646107,30673.45693606408,7068.215439603013,,40440.16175932398,2368.617180008651,7.466666666666667,10.383333333333333,5.513447927199191,8.430114593865857,6294.731065722953,8179.588516283755,1884.8574505608021,,90652.04854989354,5225.149844622908,14.909478168264112,20.73349307774228,11.009281004790719,16.833295914268888,12569.351169574587,16333.04416190846,3763.692992333872
Senegal,4.9,3.9000000000000004,,43558.74065475364,6633.01005790121,36925.73059685242,5316.710887215108,31609.019709637312,78.58564339034059,11.961483917423147,66.62415947291744,9.592806649881421,57.03135282303602,185.8259402466978,28.06077530831015,157.76516493838764,22.71564452465328,135.04952041373437,,---,---,800,---,389.11145351823325,---,,---,---,,---,---,1.2437400622296884,---,0.6049418792663148,---,,---,---,,---,---,3.4027638949736922,---,1.6550680064407226,---,,---,---
Serbia,33.8,32.8,,201677.2814686147,41053.0180936641,160624.2633749506,31654.47014647124,128969.79322847952,2020.980100769183,413.0252665720025,1607.9548341971808,316.8821274352159,1291.0727067619666,4801.872421556456,968.4137076100575,3833.458713946399,755.4655932340935,3077.9931207123095,,949802.180688004,25421.146920163566,320,367.3372781065089,240.1833333333334,287.5206114398423,137603.43350000004,155120.6704042576,17517.23690425756,,8813.761689051018,231.08659970893163,2.784613617456743,3.196538708796498,2.0900555646442256,2.5019806559839806,1197.4137335403234,1349.8472848647339,152.43355132441047,,20836.42606646804,501.22365703017,7.5494845117606815,8.666272161429422,5.666438609322042,6.783226258990783,3246.3593436666915,3659.6284333464882,413.2690896797967
Seychelles,18.2,17.2,,,37.21785652420168,,,,,2.199568961672642,,,,,4.742821128863253,,,,,1471.6919804683191,66.72503606405823,130,165.7142857142857,90.35652173913044,126.07080745341614,,,,,99.51212229720102,4.725535660710049,9.246216883747678,11.786386357304732,6.426584591238939,8.966754064795992,,,,,194.53030914895533,9.033917966820761,17.013479911006414,21.68751285359059,11.825222057208538,16.499254999792715,,,
Sierra Leone,8.8,7.800000000000001,,192150.96366252436,42034.23495651639,150116.72870600797,20274.020938988706,129842.70776701898,18.063243876772212,4.026489180277814,14.036754696494395,1.8957344799959392,12.141020216498433,64.86640557566024,14.154351248138019,50.712054327522225,6.848918572618552,43.86313575490358,,3302097.818442997,344888.656843996,. . .,,,,,,,,316.4144751861389,8.580321779262045,. . .,,,,,,,,1007.483133612172,40.235435658832216,. . .,,,,,,
Singapore,14.6,13.6,,3674.919291962928,600.624639172749,3074.2946527901795,988.3907787311215,2085.9038740590586,2735.36648850516,447.0651966874416,2288.3012918177183,735.692622611314,1552.6086692064052,4153.786660550056,715.3941407773225,3438.392519772733,1105.4488407989893,2332.943678973745,,24107.74454304,1438.8949906650378,14.3,19.197260273972603,9.475514018691587,14.37277429266419,1223.4309925233645,1610.2355490589016,386.80455653553713,,17679.08934418098,1063.656630769461,10.373594486760972,13.926195338391443,6.873786012833941,10.426386864464412,887.5088810470544,1168.1070359513253,280.5981549042709,,27375.829797121376,1599.2964895213245,17.228915662650603,23.129229245750125,11.416281950230829,17.31659553333035,1474.0132440040536,1940.0428301914478,466.0295861873942
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovakia,25.2,24.2,,2039.6770004194384,522.3996474740132,1517.2773529454253,312.3113346027234,1204.9660183427025,2413.601353247303,617.8632444581636,1795.7381087891392,369.6287723956288,1426.1093363935113,4013.7619028076797,979.393442097848,3034.3684607098317,624.5843331155195,2409.7841275943133,,10823.441798009291,312.3702923896476,4.3,5.153174603174603,3.2976666666666667,4.150841269841269,1046.2012383333333,1214.4349350060834,168.23369667275006,,11874.855800198995,334.0503238087317,4.385140000000002,5.255207460317462,3.362960466666668,4.233027926984128,1066.9160228523338,1238.4807467192045,171.56472386687074,,20275.76277018064,557.3524090204364,8.531746031746032,10.224552784076593,6.542989417989419,8.23579617031998,2075.796107804233,2409.5931250120707,333.7970172078376
Slovenia,16.8,15.8,,940.2255920481631,344.3444447323671,595.881147315796,179.02157042995952,416.85957688583693,1112.5113441191959,407.2701366898776,705.2412074293183,211.87679632866033,493.36441110065834,1678.0897510399175,611.265955736472,1066.8237953034454,320.50765839392704,746.3161369095193,,2746.342433587053,135.55072156275776,4.3,5.579761904761904,3.396569836065573,4.676331740827477,574.954359,700.154276067136,125.19991706713608,,3016.408714770158,144.95860806457034,4.385140000000002,5.690241190476192,3.463821918819673,4.768923109295863,586.3384553082002,714.0173307332657,127.67887542506548,,4680.2393584766605,227.23225796827887,7.7060931899641565,9.999573306024915,6.087042716963392,8.380522833024152,1030.3841559139782,1254.756767145405,224.37261123142684
Solomon Islands,30.8,29.8,,359.6633906174726,32.600254337370025,327.0631362801026,27.74679609412723,299.31634018597543,43.880362196950244,4.05975557642337,39.820606620526874,3.3782292459213785,36.4423773746055,49.51113022034303,4.665481361816426,44.8456488585266,3.8045347719062628,41.04111408662034,,1712.155563454277,35.219580508952056,32,37.19480519480519,13.84809090909091,19.0428961038961,,,,,206.32180098198825,4.1532519683382985,3.881600000000002,4.511729870129872,1.6797734272727283,2.3099032974025984,,,,,226.7936805744482,4.691589530546025,4.122648801855192,4.791909970987528,1.7840879810732941,2.4533491502056304,,,
